   Coefficients of polinom: T=K1+K2*(1000.0/R)+...+K7*[(1000.0/R)]**6+... 
__________________________________________________________________________

K1 = 18.927749952301383000
K2 = -250.902789831627160000
K3 = 1485.656143251806500000
K4 = -4170.871278770267960000
K5 = 6285.738070525228980000
K6 = -4465.498065501451490000
K7 = 1439.212287075817580000
__________________________

Диск 92/K-228-14
 
Measured   R,Ohm 4146.541 3680.941 3284.351 3014.588 2821.016 2668.865 
  2410.00  11.388    2130.00  15.924    1850.00  25.108    1570.00  46.597
  2405.00  11.447    2125.00  16.035    1845.00  25.347    1565.00  47.197
  2400.00  11.507    2120.00  16.148    1840.00  25.590    1560.00  47.807
  2395.00  11.567    2115.00  16.262    1835.00  25.837    1555.00  48.428
  2390.00  11.628    2110.00  16.377    1830.00  26.087    1550.00  49.061
  2385.00  11.689    2105.00  16.494    1825.00  26.342    1545.00  49.705
  2380.00  11.751    2100.00  16.612    1820.00  26.600    1540.00  50.361
  2375.00  11.814    2095.00  16.732    1815.00  26.862    1535.00  51.029
  2370.00  11.878    2090.00  16.853    1810.00  27.128    1530.00  51.709
  2365.00  11.942    2085.00  16.976    1805.00  27.398    1525.00  52.402
  2360.00  12.007    2080.00  17.101    1800.00  27.673    1520.00  53.108
  2355.00  12.072    2075.00  17.227    1795.00  27.951    1515.00  53.827

  1510.00  54.559    1230.00  131.266
  1505.00  55.306    1225.00  133.667
  1500.00  56.066    1220.00  136.126
  1495.00  56.841    1215.00  138.644
  1490.00  57.630    1210.00  141.223
  1485.00  58.435    1205.00  143.865
  1480.00  59.254    1200.00  146.571
  1475.00  60.090    1195.00  149.345
  1470.00  60.942    1190.00  152.187
  1465.00  61.810    1185.00  155.100
  1460.00  62.695    1180.00  158.085
  1455.00  63.597    1175.00  161.146
  1450.00  64.517    1170.00  164.285
  1445.00  65.455    1165.00  167.504
  1440.00  66.412    1160.00  170.805
  1435.00  67.387    1155.00  174.192
  1430.00  68.382    1150.00  177.666
  1425.00  69.397    1145.00  181.231
  1420.00  70.431    1140.00  184.890
  1415.00  71.487    1135.00  188.646
  1410.00  72.564    1130.00  192.501
  1405.00  73.663    1125.00  196.460
  1400.00  74.784    1120.00  200.526
  1395.00  75.928    1115.00  204.702
  1390.00  77.095    1110.00  208.992
  1385.00  78.287    1105.00  213.400
  1380.00  79.503    1100.00  217.931
  1375.00  80.744    1095.00  222.587
  1370.00  82.011    1090.00  227.374
  1365.00  83.305    1085.00  232.297
  1360.00  84.626    1080.00  237.359
  1355.00  85.974    1075.00  242.567
  1350.00  87.352    1070.00  247.924
  1345.00  88.758    1065.00  253.438
  1340.00  90.195    1060.00  259.113
  1335.00  91.662    1055.00  264.955
  1330.00  93.161    1050.00  270.971
  1325.00  94.692    1045.00  277.167
  1320.00  96.257    1040.00  283.550
  1315.00  97.856    1035.00  290.127
  1310.00  99.490    1030.00  296.905
  1305.00  101.160   1025.00  303.892
  1300.00  102.866   1020.00  311.096
  1295.00  104.611
  1290.00  106.395
  1285.00  108.219
  1280.00  110.084
  1275.00  111.991
  1270.00  113.942
  1265.00  115.937
  1260.00  117.979
  1255.00  120.067
  1250.00  122.204
  1245.00  124.391
  1240.00  126.629
  1235.00  128.920
